run:
Total PAT - 2217
PAT - 44 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 45 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 46 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 47 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 48 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 49 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 50 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 51 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 52 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 53 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 54 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 55 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 56 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 57 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 58 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 59 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 60 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 61 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 62 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 63 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 64 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 65 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 66 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 67 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 68 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 69 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 70 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 71 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 72 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 73 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 74 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 75 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 76 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 77 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 78 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 79 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 80 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 81 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 82 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 83 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 84 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 85 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 86 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 87 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 88 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 89 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 90 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 91 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 92 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 93 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 94 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 95 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 96 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 97 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 98 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 99 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 100 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 101 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 102 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 103 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 104 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 105 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 106 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 107 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 108 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 109 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 110 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 111 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 112 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 113 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 114 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 115 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 116 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
PAT - 117 || table_id = 0 || section_syntax_indicator = 1 || section_lenght = 13 || transport_stream_id = 0 || version_number = 0 || current_next_indicator = 1 || section_number = 0 || last_section_number = 0 || program_number = 1 || program_map_PID = 480 || CRC_32 -39
